File,Sentence,Fronted Element,Fronted Element Type,Locative,Verb,Subject,Quotative,Discourse Function,Information Structure
text_acad_2010.txt,""" None of these points proves the case , as each can and has been countered , "" says Parpola .","None of these points proves the case , as each can and has been countered",VP,Non-locative,says,Parpola,Yes,Quotative,Other
text_acad_2010.txt,"It removes an underlying assumption of all attempted decipherments and opens up possibilities for incorporating iconography into the system of ancient Indus civilization , "" says Harvard 's Richard Meadow , who codirects the Harappa Archaeological Research Project ( HARP ) .",It removes an underlying assumption of all attempted decipherments and opens up possibilities for incorporating iconography into the system of ancient Indus civilization,VP,Non-locative,says,"Harvard 's Richard Meadow , who codirects the Harappa Archaeological Research Project ( HARP",Yes,Quotative,Other
text_acad_2010.txt,"I do n't think any of us actually expected the kind of strong reaction , especially the name-calling , that we were subjected to , "" says Rao .","I do n't think any of us actually expected the kind of strong reaction , especially the name - calling , that we were subjected to",VP,Non-locative,says,Rao,Yes,Quotative,Other
text_acad_2010.txt,"I think that particular phrase was meant to be inflammatory , "" says Rao .",I think that particular phrase was meant to be inflammatory,VP,Non-locative,says,Rao,Yes,Quotative,Other
text_acad_2010.txt,"It 's surprising the technical part of the team did n't see that , "" says Mark Liberman , a computational linguist at the University of Pennsylvania who does not study the Indus but has followed the debate .",It 's surprising the technical part of the team did n't see that,AdjP,Non-locative,says,"Mark Liberman , a computational linguist at the University of Pennsylvania who does not study the Indus but has followed the debate",Yes,Quotative,Other
text_acad_2010.txt,"There is no culture in the world where the past is more meaningful in the present than in India , "" says Gregory Possehl , professor emeritus at the University of Pennsylvania .",There is no culture in the world where the past is more meaningful in the present than in India,VP,Locative,says,"Gregory Possehl , professor emeritus at the University of Pennsylvania",Yes,Quotative,Other
text_acad_2010.txt,"The history of colonialism plays a large role here , "" says Witzel .",The history of colonialism plays a large role here,VP,Non-locative,says,Witzel,Yes,Quotative,Other
text_acad_2010.txt,"The Indus civilization is an example of the rather general tendency to exploit the past for present-day political and nationalistic purposes , "" says Parpola .",The Indus civilization is an example of the rather general tendency to exploit the past for present - day political and nationalistic purposes,Other,Non-locative,says,Parpola,Yes,Quotative,Other
text_acad_2010.txt,"In a similar way , says Farmer , others have keyed in on the idea that the script proves that south groups have cast barbs at each other , with researchers -- both adherents and critics of the language thesis -- sometimes caught in the middle .",In a similar way,PP,Locative,says,Farmer,Yes,Quotative,Other
text_acad_2010.txt,"Decipherment is the great gate of academic glory , "" says Vidale . """,Decipherment is the great gate of academic glory,Other,Non-locative,says,Vidale,Yes,Quotative,Other
text_acad_2010.txt,""" Big unsolved enigmas attract especially megalomaniac amateurs and dilettantes , most of whom have no background knowledge of , let alone training in , the scholarly fields required in such a study , "" says Parpola .",""" Big unsolved enigmas attract especially megalomaniac amateurs and dilettantes , most of whom have no background knowledge of , let alone training in , the scholarly fields required in such a study",VP,Locative,says,Parpola,Yes,Quotative,Other
text_acad_2010.txt,"A naturally aggressive and cocksure tone in presenting one 's case antagonizes the reader or listener , "" says Parpola . """,A naturally aggressive and cocksure tone in presenting one 's case antagonizes the reader or listener,VP,Non-locative,says,Parpola,Yes,Quotative,Other
text_acad_2010.txt,""" His attitude is actually very useful , "" counters Witzel , one of his coauthors .",""" His attitude is actually very useful",AdvP,Non-locative,counters,"Witzel , one of his coauthors",No,Discourse structuring,Other
text_acad_2010.txt,""" I was deeply offended by the ' reward , ' "" says Vidale , in part because it offered an amount modest to Western researchers but larger to Indian ones .",I was deeply offended by the ' reward,VP,Non-locative,says,Vidale,Yes,Quotative,Other
text_acad_2010.txt,"When a place is completely destroyed and all the farms and towns burned , all you are left with are the stories , "" says Peggy Buhr of the Bates County Historical Society and Museum in Butler , Missouri . """,When a place is completely destroyed and all the farms and towns burned,VP,Non-locative,are,the stories,No,Scene-setting,Other
text_acad_2010.txt,"When a place is completely destroyed and all the farms and towns burned , all you are left with are the stories , "" says Peggy Buhr of the Bates County Historical Society and Museum in Butler , Missouri . """,all you are left with,Other,Locative,are,the stories,No,Scene-setting,Other
text_acad_2010.txt,"When a place is completely destroyed and all the farms and towns burned , all you are left with are the stories , "" says Peggy Buhr of the Bates County Historical Society and Museum in Butler , Missouri . ""","When a place is completely destroyed and all the farms and towns burned , all you are left with are the stories",Other,Non-locative,says,"Peggy Buhr of the Bates County Historical Society and Museum in Butler , Missouri",Yes,Quotative,Other
text_acad_2010.txt,"Missouri even voted to secede from the Union , "" says Raab , "" but because it did not have a quorum in place , the vote was not officially recorded .",Missouri even voted to secede from the Union,VP,Non-locative,says,Raab,Yes,Quotative,Other
text_acad_2010.txt,"There was almost nothing modern up there , no plastic , not even a beer can , "" recalls Raab .","There was almost nothing modern up there , no plastic , not even a beer can",VP,Locative,recalls,Raab,No,Scene-setting,Other
text_acad_2010.txt,"We found burned wood embedded in the rock , which is what we really hoped to find in an area referred to as the burnt district , "" says Raab .","We found burned wood embedded in the rock , which is what we really hoped to find in an area referred to as the burnt district",VP,Locative,says,Raab,Yes,Quotative,Other
text_acad_2010.txt,"There is a two-year gap , "" says Raab , "" and just one blank page representing that period .",There is a two - year gap,VP,Locative,says,Raab,Yes,Quotative,Other
text_acad_2010.txt,"There is a two-year gap , "" says Raab , "" and just one blank page representing that period .",There is a two - year gap,VP,Locative,says,just one blank page representing that period,Yes,Quotative,Other
text_acad_2010.txt,"But the wedge is also very diagnostic , "" says Raab . """,But the wedge is also very diagnostic,AdvP,Non-locative,says,Raab,Yes,Quotative,Other
text_acad_2010.txt,"Whether this reflects a difference in the overall economic condition of the family , or a shift in what was locally available due to the destruction of the nearby town of West Point , I am still trying to figure out , "" says Raab . ""","Whether this reflects a difference in the overall economic condition of the family , or a shift in what was locally available due to the destruction of the nearby town of West Point , I am still trying to figure out",VP,Locative,says,Raab,Yes,Quotative,Other
