type,sentence,fronted_constituent,verb,subject,constituent_type,is_locative,confidence,validation_reasons,paragraph_index,sentence_index,file
numeric_inversion,"Balanchine 's profound exploration of both personal and postwar anguish through his integration of ballet and black dance movement made The Four Temperaments a breakthrough masterpiece . <p> Edwin Denby wrote that ballets like Balanchine 's The Four Temperaments are "" an active part of intellectual life in the United States . "" They are , he insisted , "" among its triumphs . "" In this essay I want to see how strong a case we can make for Denby 's claim .",Four Temperaments,are,this essay I want to see how strong a case we can make for Denby 's claim,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,41,28,text_acad_2000.txt
numeric_inversion,"When Denby asked if The Four Temperaments was notated so that future generations would be able to see it danced forty years hence , Balanchine replied : "" Oh , in forty years , the ballet will be all different @ @ @ @ @ @ @ @ @ @ "" Over time he would change the ballet for different dancers , but the original had the emphasis . . . .",Four Temperaments,was,that future generations would be able to see it danced forty years hence,Numeric Expression,False,medium,"Subject starts with determiner; Likely a question, not inversion; Common inversion verb; Subject much longer than fronted element",41,35,text_acad_2000.txt
numeric_inversion,The second version of The Four Temperaments ( performed after the move to City Center in 1951 ) is distinguished mainly ( but not exclusively ) by a new ending .,Four Temperaments ( performed after the move to City Center in 1951 ),is,a new ending,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,41,44,text_acad_2000.txt
numeric_inversion,"In 1952 , Denby noted , for example , that it was obvious to him that NYCB dancers "" all have shagged a popular variation of the lindy in the early forties from way back . "" These social factors dramatically affect dance style and a performance 's emotional tonalities . <p> The Four Temperaments is a meditation on dancing , but dancing refracted through the trajectory -- historical and geographical -- of a European expatriate choreographer living in the United States .",Four Temperaments,is,a meditation on dancing,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,41,65,text_acad_2000.txt
numeric_inversion,"The story ' of The Four Temperaments is precisely that story -- the subjection of persons to a process and their re-emergence as human archetypes . "" <p> To some degree , Balanchine 's choreographic creativity was spurred by his emotional and erotic exaltation of certain female dancers who served as his muses .",Four Temperaments,is,a process and their re-emergence as human archetypes,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,41,72,text_acad_2000.txt
numeric_inversion,"Later , in the early fifties , Tallchief performed as the female soloist in Sanguinic , while Tanaquil Le Clercq ( whom Balanchine married in 1952 ) premiered the soloist role in Choleric . <p> The Four Temperaments is a work of mourning .",Four Temperaments,is,a work of mourning,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,41,82,text_acad_2000.txt
numeric_inversion,"Balanchine 's "" tragic treatment of the humors , "" Joan Acocella writes , shows that "" the humors are no longer follies or even social types but symbols of deep mysteries of the mind : how emotion relates to thought , will and action , and how it may overpower all . "" <p> Balanchine 's innovations have become so thoroughly accepted as part of modern ballet choreography that it is difficult today to register how shockingly different The Four Temperaments was compared to classical ballet dancing of the interwar period .",Four Temperaments,was,the interwar period,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,41,102,text_acad_2000.txt
numeric_inversion,"As Balanchine himself noted , he had made a photographic negative to Hindemith 's positive -- but The Four Temperaments is also a negative to the positive of classical ballet . <p> Denby 's observation about "" girls dancing hard and boys soft "" identifies a central theme of the ballet -- the interplay of wounded men and strong women .",Four Temperaments,is,a negative to the positive of classical ballet,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,41,104,text_acad_2000.txt
coordinated_inversion,"To get the accents with the feet and retain fluidity in the body -- that was the challenge . "" Phlegmatic expands on the motif , already introduced in Melancholic , of the pivotal importance of female energy and its invigorating effect on the male .",To get the accents with the feet and retain fluidity in the body -- that,was,its invigorating effect on the male,Coordinated Structure,True,high,Subject starts with determiner; Common inversion verb,41,137,text_acad_2000.txt
numeric_inversion,"Historian James Naremore argues that "" noirness "" is the "" central term in a kind of mythology , "" appearing as "" one of the dominant intellectual categories of the late twentieth century , operating across the entire cultural arena of art , popular memory and criticism . "" <p> The Four Temperaments 's link to noir is also reinforced by its inclusion in the category of Balanchine 's "" black-and-white "" ballets .",Four Temperaments 's link to noir,is,"its inclusion in the category of Balanchine 's "" black-and-white "" ballets",Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,41,150,text_acad_2000.txt
